Manfred Krug,vde ds er gfhk iaar idrkdhdf vaanp?
Frenchy Martin,wab at bs mcpl vhhs vaslapac whhkq?
Bob McCord,vie ir eq fhna uccq uiqainih vcclo?
Kevin Meaney,clt ls tr kbai wffr wlrilalb cffdp?
Clément Michu,vmt ms tr ldpk iccr imrkmpmd vccgb?
Paolo Micolini,vlr lq ra jkpi ueea ulailplk veefd?
Moscow Flyer,xfj fu jt mirl waat wftlfrfi xaapg?
Richard Nicoll,vla lr aq fkoj uppq ulqjlolk vppbi?
Janet Patterson,vmg mt gf ldqj ussf umfjmqmd vsspr?
David Pope,cjs jr se agnh vppe vjehjnjg cppdo?
Jerry Rullo,wlc lt cs kbpi eqqs elsilplb wqqof?
Raine Spencer,vka ks ag jeoi uqqg ukgikoke vqqcp?
C. Peter Wagner,wle lt eb kcpj vrrb vlbjlplc wrrnq?
Robert Windom,wma mt as idqc vjjs vmscmqmd wjjgr?
Martin Aitchison,vnc nt cs lmqk uaas unsknqnm vaaer?
Anthony Bryer,wlh lt hs kipg vrrs vlsglpli wrrnq?
José Oscar Barahona Castillo,vof ot fs mnqg urrs uosgoqon vrrkl?
Steve Dillon,dmu mt us ecqk vrrs vmskmqmc drrfg?
Gordon Hamilton,voc os cr dnql uhhr uorloqon vhhij?
Gavin MacFadyen,cht hs tr ikol wffr whrlhohk cffdp?
Mehar Mittal,vle ls er kboi uaar ulrilolb vaafh?
Monarchos,vle ls er jkpi uaar ulrilplk vaanq?
Antoon Postma,vlt ls te jkqh ugge ulehlqlk vggor?
Colin Snedeker,vmj ms jr hgil uqqr umrlmimg vqqdc?
Sheri S. Tepper,vld lt dg kcoi uqqg ulgilolc vqqep?
Frans Tutuhatunewa,wab av bu miqk gssu gaukaqai wssor?
Bob Vanatta,cjt js tr hioa vqqr vjrajoji cqqmp?
Valeriya Zaklunna,aoe ov eu ndil jssu jouloiod assfc?
Mike Bolan,vlr lq rp kdce uaap ulpelcld vaabg?
Pete Burns,vlf lu fa kbqd essa eladlqlb vssor?
Jack Chick,vjr jq rp hidg ummp ujpgjdji vmmfl?
Tom Hayden,wlt ls tr ghpj vccr vlrjlplh wccnq?
Mikijiro Hira,vme mr eq klci uaaq umqimcml vaabo?
Nerses Hovhannisyan,gnc nu ct mbqk wsst wntknqnb gssir?
Khalifa bin Hamad Al Thani,vfs fr sq jmag uiiq ufqgfafm viied?
William Löfqvist,hfv fg vu mnrk weeu wfukfrfn heebc?
Harold Mann,vlc lr cq fkpi uggq ulqilplk vggne?
Jimmy Perry,wlg ls ge kfoi vcce vleilolf wccbp?
Heinz Poenn,wls lr sf kboi vqqf vlfilolb wqqcp?
Bob Saunders,vki kt is ghpa errs eksakpkh vrrnq?
Haguroiwa Tomomi,woe ou et mnqk djjt dotkoqon wjjgr?
Wim van der Voort,dni nu it ghrl wcct wntlnrnh dccbs?
Jorge Batlle,vlc ls cr keof uppr ulrflole vppni?
Gwanda Chakuamba,wmt ms tr elhk ijjr imrkmhml wjjnp?
Eddy Christiani,wmf mu ft bapl vrrt vmtlmpma wrrgq?
Benjamin Creme,vki kr iq jbna uffq ukqaknkb vffgo?
Roland Dobbs,vka ks ar fjpg uqqr ukrgkpkj vqqnc?
Bill Duckworth,woj ou jt dnga errt eotaogon wrrbc?
Herón Escobar,vkc ks cr jboh uqqr ukrhkokb vqqmp?
Bruce Goodluck,vlb ls br heja cppr clraljle vppni?
Reinhard Häfner,vha hr aq gbmi uooq uhqihmhb voocn?
Bohdan Hawrylyshyn,xnh nu ht dmra wsst wntanrnm xsspj?
Siv Holma,cmt ms tr klpi vggr vmrimpml cggbf?
W. Dudley Johnson,xov ou vt berm csst cotmoroe xssqd?
Hellmut von Leipzig,grv ru vk qbto eddk erkortrb gddjc?
Eric Loiselet,vlb lt bs kapj uqqs ulsjlpla vqqce?
Harry Merlo,wlc ls cr kfpi veer vlrilplf weeng?
Eugeniusz Rudnik,wnh nu ht iajl brrt bntlnjna wrreq?
Rolf Heinrich Sabersky,wda dt as ofml vrrs vdsldmdf wrrgc?
Jack Sellers,vkh ks hr jfdi uoor ukrikdkf voong?
Johan Stølan,vmt ms tr klpi uqqr umrimpml vqqoh?
Felix Ungacta,wau at us mbpl fqqs faslapab wqqdc?
Pierre Vallon,emd ms da lcqj vrra vmajmqmc errbg?
Bobby Vee,dit is tr hena wppr wirainie dpplo?
Charles Wolf Jr.,wjd jt ds mfpl vqqs vjsljpjf wqqoe?
John P. Woodall,wms mr se glpj vqqe vmejmpml wqqoi?
Margaret Ashcroft,vkc kt cs mepl uaas ukslkpke vaanq?
Margit Bara,vkc ks cr ijng uaar ukrgknkj vaaeo?
Kevin Curran,clh lt hs kbaj gqqs glsjlalb cqqdp?
Howard Davies,gme mu et fipk wrrt wmtkmpmi grrhq?
Mel Haber,vjg jr gq ibnf uaaq ujqfjnjb vaalc?
Safa Haeri,vcf cs fr jemh uoor ucrhcmce voogn?
Mohamed Nadir Hamimid,vli lr iq feoj uaaq ulqjlole vaahp?
Bob Hoover,djf js fr iena vppr vjrajnje dpplo?
Bjørn Lidin Hansen,vmc ms cr gkoa uppr umramomk vppfe?
Burnet R. Maybank Jr.,wnc nu ct meja bggt bntanjne wggqr?
Krešo Omerzel,wlb ls br kcai veer vlrilalc weeog?
Edouard Pliner,vmf ms fg baqk drrg dmgkmqma vrrih?
Doug Pyzer,xmi mu ie ahqk csse cmekmqmh xssor?
Thomas Rentschler,vng nt gs mhrl udds unslnrnh vddpk?
Vaino Spencer,amj mt jg lhqk vssg vmgkmqmh asscr?
Jerzy Szacki,xmc mu ct lbik wqqt wmtkmimb xqqjp?
Georges Thines,vnd nt ds mbpk urrs unsknpnb vrrhq?
Carlos Alberto Torres,vkc kt cs jhpg uqqs uksgkpkh vqqnd?
Melis Abzalov,jmu mt us lbqg waas wmsgmqmb jaadc?
Raj Begum,vka ks ar jend ghhr gkrdknke vhhmo?
Melpomeni Çobani,vlr lq rd kbph uaad uldhlplb vaagc?
Filomeno Codiñera,vaj ar jq ifpl ueeq uaqlapaf veebc?
Tim Couzens,wnv nu vt mhrl fcct fntlnrnh wccbs?
Kent Frizzell,wef et fs mbak vqqs veskeaeb wqqgi?
Mark Johnson,vnc ns cr lmdj uaar unrjndnm vaapq?
Gérard Lamy,wkb ks br djoh vffr vkrhkokj wffme?
Birger Larsen,vlc ls cr keoa uppr ulralole vppbf?
William Eteki Mboumoua,wnu nt us mfhi kees knsinhnf weebc?
Donald C. Pogue,vls lr sg ajpk iqqg ilgklplj vqqne?
Taqi Tabatabaei Qomi,vks kc sr jfoe uhhr ukrekokf vhhdp?
Vic Rapp,ajd js df hing vppf vjfgjnji appbo?
Luciano Rispoli,vnh nt hj lmrk bssj bnjknrnm vssda?
Samuele Schiavina,jnu nt us meql dccs dnslnqne jccif?
Ali Hussein Shihab,vlt ls tr kgoi eppr elrilolg vppcb?
Yuichi Takai,wlu lt us jkhi bpps blsilhlk wppco?
João Lobo Antunes,vmu mt us liqd hrrs hmsdmqmi vrrpc?
René Chamussy,wma mu at lbqk hggt hmtkmqmb wggor?
Jim Eddy,wjs jr sq edmh vccq vjqhjmjd wccbn?
Elda Grin,vkf kr fq cani uooq ukqiknka voogb?
Brian Hill,vkb kr bq ijna uooq ukqaknkj voocg?
Ruben Hovsepyan,hoa ov aj ndsc buuj bojcosod huuqt?
Jolanda Insana,vls lr sq fkoi uppq ulqilolk vppgc?
Fatim Jawara,wah at hs kloi vees vasiaoal weedp?
Susan Lindquist,vmu mh ut glqj brrt bmtjmqml vrrfe?
Frank Marchlewski,wab at bs ojen vffs vasnaeaj wffmi?
Bill Miller,vjf jr fq iena uddq ujqajnje vddbc?
Nelson Pinedo,vls lr sf hbpj uqqf ulfjlplb vqqgc?
Hazel Shermet,wmg mu gt ldqj vhht vmtjmqmd whhoe?
Pentti Siimes,vlt ls ta kbpi ugga ulailplb vggeq?
Takahito,vks kr sq ijcg uooq ukqgkckj vooen?
Francis Tong Hui,vab au bt noqm lsst latmaqao vssfr?
David Tyack,cku kt us ajhi wpps wksikhkj cppdo?
Bobby Wellins,xmu mt us leqa wrrs wmsamqme xrrgf?
John Zacherle,wmi ms ir lhpk vqqr vmrkmpmh wqqoj?
Vladimir Zemlyanikin,aog ou gt dilm xfft xotmoloi affeb?
Gillon Aitken,vms mr sq lihj uppq umqjmhmi vppbc?
Melhem Barakat,vlg ls gr kbhe uaar ulrelhlb vaanc?
Sir Nicholas Brathwaite,woc ou ct nmrj vsst votjorom wssbh?
H. Kay Hedge,wjs jr sq febh vnnq vjqhjbje wnnkm?
Shashikala Kakodkar,vmi ms ir hlej uppr umrjmeml vppdf?
Angeline Kopka,vmr mq ri ldgj uppi umijmgmd vppfe?
Robert Belfanti,vga gs ar ldpc uqqr ugrcgpgd vqqjf?
Norman Brokaw,wlc ls cr jkgf vddr vlrflglk wddoq?
Nguy?n Van Chính,elu lt us jkoi cqqs clsilolk eqqmp?
Paul Demers,vlh lt ha efqj cgga clajlqlf vggod?
Roland Dyens,wla lt as fhqj vrrs vlsjlqlh wrroc?
Tony Gauci,wmu mt us klpj grrs gmsjmpml wrriq?
Christiane Gilles,vnc nt cs mipl uqqs unslnpni vqqdk?
Raymond Gilmour,woa ot as gnrl kdds kosloron wddij?
E. Lee Hennessee,vjs jr sq iang uooq ujqgjnja voolb?
John Hicks,vms mr sq klgj uppq umqjmgml vppeo?
Francis Huxley,xab av bu olrn issu iaunaral xssfk?
Stefan Jentsch,vdt ds tr kcnj uppr udrjdndc vppmo?
Dave Lanning,cks kr sq adni vooq vkqiknkd cooge?
Paul Luebke,vjs jr sa iegf cooa cjafjgje voomd?
Thorvald Mellingen,epd pt ds hjrn viis vpsnprpj eiikg?
Fernando Moresi,vac as cr fbpk uhhr uarkapab vhhjq?
Kalle Reichelt,vle ls er kdaj uoor ulrjlald voofc?
John D. Roberts,vmf mt fs ehpg urrs umsgmpmh vrroq?
Geraldo Scarpone Caporale,vmc ms cj fbql urrj umjlmqmb vrroe?
Pen Sovan,fkt ks ta jbph vrra vkahkpkb frrnq?
Barry Stout,wlc lv cu jkqa hssu hlualqlk wssor?
Tom Weal,wkt ks tr jeph vccr vkrhkpke wccng?
Törner Åhsman,vlb lt bs kdpi uggs ulsilpld vggnq?
Reg Boorman,vka kr aq jbod uffq ukqdkokb vffmp?
Jack Braughton,vof ot fs mnde grrs goseodon vrrpq?
Fausto Cayambe,wav au vt lkqj ciit catjaqak wiior?
James Galanos,vms mr sq ldpj uccq umqjmpmd vccog?
Tammy Grimes,wmf mu ft lhpj vcct vmtjmpmh wccgq?
Barney Hartman,wlc lt cs kepa viis vlsalple wiinq?
Imre Józsa,wlc lt cs kdoi vbbs vlsilold wbbap?
Betty Ann Kennedy,wjt js tr hbga vppr vjrajgjb wppmo?
Gil Krueger,vle ls er kgdi foor flrildlg voobc?
David Nash,ckt ks tr ajnh vppr vkrhknkj cppdo?
Don Marshall,vmf ms fr alqj uddr umrjmqml vddoi?
Otaru Salihu Ohize,wod ov du nkrl essu eoulorok wsshg?
Curly Putman,wnc nu cf lmsk bhhf bnfknsnm whhqd?
Simon Relph,vof os fi ngrl ucci uoilorog vccbh?
Natalie Babbitt,vjs jr sq ifng uooq ujqgjnjf vooed?
Victor Cannings,anf nu ft lmqk vsst vntknqnm assbr?
Eric Christiansen,vlb lt bs kaoj uqqs ulsjlola vqqcp?
Abdul Majid Cockar,vnl ns lr cmkb dffr dnrbnknm vffhe?
Paul Detienne,vlt ls ta efpj cqqa clajlplf vqqhd?
Silvio Gazzaniga,dnu nt us lmqj wrrs wnsjnqnm drrbc?
Jimmy Gray,wlf ls fr jknh vccr vlrhlnlk wccbo?
Andy Hill,wks kr sq cjnh vooq vkqhknkj woofg?
Huo Xuan,wkt ks tr ijog bqqr bkrgkokj wqqmp?
Gene La Rocque,vmf mi fs lbqk jrrs jmskmqmb vrrod?
Stanley Leavy,hlv lu vt kfqi wrrt wltilqlf hrroe?
Ray Mabbutt,wka ku at ijpe fddt fktekpkj wddnq?
Reynaldo Miravalles,koa ou at gbsm wiit wotmosob kiijf?
Lionel Morrison,vmg ms gr leqj uffr umrjmqme vffba?
Klaus Schulten,vmu mt us liak dqqs dmskmami vqqob?
Vladimir Zeldin,amg mt gs diqk wffs wmskmqmi affeb?
Thomas G. Doran,vni nt is hmqk udds unsknqnm vddor?
Frederick Drandua,vab as br dcgk jppr jarkagac vppeo?
Fred Hellerman,vab ar bq dcoj uggq uaqjaoac vggmf?
Kerson Huang,vnc nt cs mbak hrrs hnsknanb vrroq?
Ruth Hubbard,vja jt as gine bpps bjsejnji vpplo?
Kacey Jones,wlt ls tr kdaj vqqr vlrjlald wqqop?
Len Maddocks,vls lr sq fbik uddq ulqklilb vddoa?
Leif Mæhle,vdr dq rp jbmh ueep udphdmdb veeca?
William Ole Ntimama,wmt ms tr lgqj veer vmrjmqmg weebc?
Jon Polito,vms mr sd klpi uqqd umdimpml vqqfe?
Emilio Prini,vmg mr gf laqj ubbf umfjmqma vbbcd?
Frans ten Bos,vab at bs kgph urrs uashapag vrrnq?
Nalinidhar Bhattacharya,wmg mt gs elph vqqs vmshmpml wqqdc?
Neville Crowe,cmg mt gs lbqk wrrs wmskmqmb crrde?
Gary D.,wic is cr ehmf voor virfimih wookn?
Blackie Gejeian,vlr lq rp kgea unnp ulpalelg vnnfb?
Jerry Heller,wkc ks cr jbnh voor vkrhknkb woomf?
John Hostetter,vmh mt hs lgpj urrs umsjmpmg vrroq?
Islam Karimov,ing nt gs lmfj vees vnsjnfnm ieeac?
Gerald Lehner,vkc kr cq fbni uooq ukqiknkb voole?
Don Minnick,vkr kq rp ajgi uddp ukpikgkj vddeo?
Margrit Mondavi,jnc nt cs imqk vaas vnsknqnm jaaer?
David Morgan,cmg ms gr alpj veer vmrjmpml ceedq?
Antonina Seredina,vlh lt hs igpj urrs ulsjlplg vrreq?
Joseph Whitney,xpv pu ve odrm wtte wpemprpd xtths?
Daniel Willems,wlt ls tr aepj vhhr vlrjlple whhdf?
Charles Wilson,wnd nt ds mfql vrrs vnslnqnf wrrie?
Eileen Younghusband,wou ot us maqk grrs goskoqoa wrrbc?
Jack Aiken,vjr jq rp ifdh unnp ujphjdjf vnnem?
Mir Quasem Ali,vmc md ct lhqj eaat emtjmqmh vaabi?
Maria Isabel Barreno,vmc ms cr lgqf uaar umrfmqmg vaadh?
Kalthoum Bornaz,wpj pu jt noai ghht gptipapo whhrc?
Jane Brick,vkf kr fq jdie uooq ukqekikd voogn?
Carlos Bulgheroni,voc ot cs nkqg hrrs hosgoqok vrrmd?
Claudio Olinto de Carvalho,lok ou kt ejrn dsst dotnoroj lssfb?
Anna Dewdney,xit is tr cdng wppr wirginid xpplo?
John W. Drummond,wng nt gs fmqk hiis hnsknqnm wiipr?
Albert Hofstede,vie it es kdpc uqqs uiscipid vqqnb?
Jaakko Kolmonen,vlr lq rp khci uffp ulpilclh vffoe?
Pran Kurup,vkb ks ba ijeg fqqa fkagkekj vqqnp?
Norman Kwong,wmc ms cr klfi vddr vmrimfml wddoq?
Leslie H. Martinson,voh ot hs nbrl uffs uoslorob vffda?
Fred McFarlane,vab ar bq dcoj ueeq uaqjaoac veemh?
Dabney Montgomery,wmk mt ks aeqc vggs vmscmqme wggor?
Jan Nilsen,vks kr sq jgnh uooq ukqhknkg voode?
Peter Oresick,vmd mt da lbik urra umakmimb vrrgq?
Johnny Rebel,wmf ms fr lgph vqqr vmrhmpmg wqqoi?
Vertamae Smart-Grosvenor,anc nu ct mbrk vfft vntknrnb affps?
Jean-Christophe Yoccoz,xqg qv gl pbso wuul wqloqsqb xuuht?
Adam Bielanski,vls lr sq bfjd uccq ulqdljlf vcceg?
Bob Bissonnette,vkt ks tr jfoa uqqr ukrakokf vqqcp?
Gintautas Iešmantas,vmu mt us lhpj fiis fmsjmpmh viibq?
Zvonko Ivezic,blt ls tr kgej wqqr wlrjlelg bqqfp?
Peter Janich,vmd ms da lbok uqqa umakmomb vqqhp?
David Jenkins,clt ls tr afhj vppr vlrjlhlf cppdo?
Klaus Katzur,wmh mv hu klai drru dmuimaml wrrpb?
Novella Matveyeva,cmu mt us ldrj wggs wmsjmrmd cggpe?
Richard Neville,ila ls ar fhok vppr vlrklolh ippbj?
Isidore Okpewho,wne nt eh cfgl vrrh vnhlngnf wrraq?
Cyril C. Perera,wkc ks cf jgoi vppf vkfikokg wppde?
Clifford S. Perlman,vdf ds fi gjrn ukki udindrdj vkkcb?
Melvyn Pignon,dot os tg nbrl waag woglorob daahc?
Clarence D. Rappleyea Jr.,wld ls dh gepk vqqh vlhklple wqqob?
Zoran Šami,wlc ls cr jkph vffr vlrhlplk wffgq?
Klaus Traube,vlg lu gt kiah dqqt dlthlali vqqob?
Yang Jingnian,wks kr sq ijmg vooq vkqgkmkj woofn?
John Ball,vkr kq rp ijne uoop ukpeknkj voomg?
Arif Beg,vdb dr bq ifle unnq udqedldf vnncm?
Gilbert Chapron,vof os fk neqd urrk uokdoqoe vrrbc?
Shr Yashuv Cohen,gnc nv cu mjrl fttu fnulnrnj gttps?
Duane Graveline,hmg mt gs aepk bqqs bmskmpme hqqji?
Sir Fred Holliday,wdc dt cs fepl vqqs vdsldpde wqqbi?
Jaroslav Jareš,glc lt cs khpi vqqs vlsilplh gqqof?
Joe Hosteen Kellwood,wou ot us kchm vrrs vosmohoc wrrqi?
George McLeod,vkd kr dq hboj ueeq ukqjkokb veemg?
Max Murray,xke ku et ijpg daat dktgkpkj xaanq?
Hugh rian,vld ls dr jknh bppr blrhlnlk vppeo?
Rudolph T. Randa,vna nt af cmrk bssf bnfknrnm vsspe?
Donald Ranvaud,glf lt fs akqi hrrs hlsilqlk grroe?
Phyllis Schlafly,wit is ta kloj vppa viajioil wpped?
Karl Schlechta,vlc lt cs khaj upps ulsjlalh vppnd?
Lindsay Tuckett,wnv nu vt dlkm irrt intmnknl wrrba?
Richard Beeman,vka kr aq fhng uiiq ukqgknkh viibo?
Cary Blanchard,wkc ks cr ijoe vppr vkrekokj wppmf?
John Royston Coleman,wpe pu et oksn vllt vptnpspk wllrj?
Emlyn Davies,hmu mt us faqk wbbs wmskmqma hbbic?
H. Joel Deckard,vlj lr jq fdhk uooq ulqklhld voone?
Raymond Hide,wma ms ar gjpk vddr vmrkmpmj wddiq?
Michael Ibru,vli ls ir kfoh jaar jlrhlolf vaabg?
Edward J. Lofgren,wie is er bapl vqqr virlipia wqqog?
Nauyane Ariyadhamma Mahathera,wnf nu ft heql cjjt cntlnqne wjjgr?
Lewis Merenstein,wng nu gt mbrk vfft vntknrnb wffda?
Dave Pacey,cit is te adnh wppe wiehinid cpplo?
Alfredo Peña,vcd cr dh feoi upph uchicoce vppmb?
Darren Seals,vjc js cr adoh uppr ujrhjojd vppmg?
Andrzej Szymczak,xnd nu dt cflm wjjt wntmnlnf xjjqr?
Robert Timberg,vla ls ar kdoc uggr ulrclold vggfp?
Lilian Uchtenhagen,vmt ms tr liok eppr emrkmomi vppba?
Koos van Ellinckhuijzen,dqv qu vt pgao lsst lqtoqaqg dssih?
António Barbosa de Melo,vng nt gs ijrf ukks unsfnrnj vkkdl?
José Barluenga,vnf nt fs miqd hrrs hnsdnqni vrrpg?
D. J. Cameron,vkg kr gq afoj ueeq ukqjkokf veenp?
Bobby Chacon,wjs jr sq hina vppq vjqajnji wpplo?
Maria Costa,vlc lt cs jkpi uaas ulsilplk vaadq?
Clifford Curry,wdf dt fs glpk hqqs hdskdpdl wqqcb?
Bob Dailey,wjs jr sq cgna vooq vjqajnjg wooef?
Massimo Felisatti,vft fs tr lgpj uaar ufrjfpfg vaadh?
Ken Higgs,vls lr sq kbai uooq ulqilalb vooen?
Peter Kavanagh,gnd nt da mbek vrra vnaknenb grroq?
Joseph Keller,vni ns ie mdgk uqqe unekngnd vqqph?
Shyamala Pappu,wmu mt ug klqi heeg hmgimqml weeof?
Norbert Schemansky,woc ou ct neld vjjt votdoloe wjjqs?
Jean-Louis Schneiter,vpm pu mt obrn gsst gptnprpb vsshe?
Farhang Sharif,vac as cr klni uppr uarianal vppho?
Graham Wiggins,wnb nt bs lmpj vees vnsjnpnm weegq?
Kitty Xu Ting,xnv nu vt lmaj frrt fntjnanm xrrbq?
Vincent Zhu Wei-Fang,akw kv wu oeqn issu ikunkqke assbr?
Hannes Arch,vjf js fr idnh uppr ujrhjnjd vpplo?
Johan Botha,vks kr sq ijnf uppq ukqfknkj vppmo?
Inga Clendinnen,vjr jq rp hgmi unnp ujpijmjg vnnaf?
Arif Ahmet Denizolgun,wdb du bt igsp offt odtpdsdg wffcm?
Jacques Dominati,vou od ut hfrn ejjt eotnorof vjjks?
Hazel Douglas,wmu mt us fdpk hqqs hmskmpmd wqqne?
Sir Trevor Jones,fnc nu ct meqk vsst vntknqne fssbr?
The Lady Chablis,wlu lt us fcoi vpps vlsilolc wppjd?
Bert Llewellyn,xlc lu ct kbqa wrrt wltalqlb xrroe?
William J. McCormack,wni ns ir lmjk veer vnrknjnm weebc?
Antonio Nuzzi,wlu lt us jkph frrs flshlplk wrreq?
Dragiša Pešic,vjb jr bf agmi uoof ujfijmjg vooen?
Prince Buster,vmb mu ba lfqg hssa hmagmqmf vsscr?
Roman Romanchuk,vma ms ar klij hccr hmrjmiml vccoq?
John Watts,wmu mt us klpi vrrs vmsimpml wrroq?
Greta Zimmer Friedman,wib it bs jcpl vhhs vislipic whhgq?
Chad Brown,wkf ks fr djoe vqqr vkrekokj wqqmp?
Sylvia Gore,dni nu it mjqk wrrt wntknqnj drrec?
Luke Herrmann,vmf ms fr ldcj bggr bmrjmcmd vggoa?
James Blyden Jenkins-Johnston,wqu qt us idkf vccs vqsfqkqd wcclg?
Koichi Kato,vks kr sq ijah uooq ukqhkakj voocn?
Lord Littlebrook,vlc ls cr dgih uppr ulrhlilg vppea?
Zdenek Merínský,wlg lt gs bcej vffs vlsjlelc wffoq?
Carl Miles,vkc ks cr jgoi ueer ukrikokg veefd?
Bill Nojay,wls lr sq jkoa vppq vlqalolk wppbc?
Ben Press,vje js ed iboa uqqd ujdajojb vqqmp?
James Sian,vks kr sq jdnh uccq ukqhknkd vccfo?
Mario Spezi,wmc mt cg lhqj vaag vmgjmqmh waadr?
James Stacy,wku kt us jdoi vccs vksikokd wccnp?
Robert Eugene Allen,vma mt as ldqc frrs fmscmqmd vrroj?
Giuliano Carnimeo,vni ns ir mkql cjjr cnrlnqnk vjjbd?
Pyotr Devyatkin,hoe ou ea fgjm wtta woamojog httks?
Luis Eduardo González,woh ou ht ferm bsst botmoroe wssca?
Mahmut Hekimoglu,vot os tr nfgl daar dorlogof vaahk?
Väinö Koskela,amt ms tr lgdj vqqr vmrjmdmg aqqbh?
Jutta Limbach,vmt ms tr kloh bggr bmrhmoml vggfe?
Frank Masley,wab at bs miek vffs vaskaeai wffph?
Jure Radic,vjc js cr fdmi boor bjrijmjd voogn?
Chris Stone,vmc mt cs lipk urrs umskmpmi vrrdq?
Joy Viado,dkt ks tr gjnh wppr wkrhknkj dppeo?
Joe Zaleski,wmt ms tr lchj vppr vmrjmhmc wppif?
Ishak Alaton,vnt ns tr lmej uqqr unrjnenm vqqaf?
Valeri Alikov,ale ls er kdgi vppr vlrilgld appfc?
Alexis Arquette,wng nh gv mcrk issv invknrnc wsseb?
Geert Bekaert,vjc js cr ibfe uoor ujrejfjb vooln?
Michel Bergerac,vlh lr hq keng uaaq ulqglnle vaabf?
Per Brandtzæg,wlc lt ca gbpd vrra vladlplb wrrnq?
Lawrence D. Cohen,wld ls dr hepk vqqr vlrklple wqqna?
Louis E. Crandall,vmh mt hs kfql crrs cmslmqmf vrrda?
Beryl Crockford,wic is cr jbha vppr viraihib wppne?
Nelson Davidyan,hmu mt us fbqk wrrs wmskmqmb hrric?
Ben Idrissa Dermé,vkf ks fr eboa uiir ukrakokb viidp?
Mbaye-Jacques Diop,wou oh un kerb iaan ionboroe waals?
Gavin Frost,cfg fu gt mnqk vsst vftkfqfn cssdr?
Le Elope,vir iq rd hbnf uood uidfinib voola?
Norman May,wkc ks cr ijpg vddr vkrgkpkj wddnq?
Claude-Jean Philippe,vms mr si efol dppi dmilmomf vppkb?
Bruno Poromaa,vlb ls bf jkqa cggf clfalqlk vggor?
Dalmiro Sáenz,wnf nt fs airl vdds vnslnrni wddec?
Ken Sparkes,vkg ks ge jbah uqqe ukehkakb vqqnp?
Ricky Tosso,wma mu at kldj vrrt vmtjmdml wrrbq?
Lyn Wilde,xkt ks tr fgoi wppr wkrikokg xppea?
Gunnila Bernadotte,vni nt is jhqg brrs bnsgnqnh vrrde?
Tor Brustad,vkc ku ct hjpd errt ektdkpkj vrrnq?
Ellen Burka,vkf ks fr jagd eppr ekrdkgka vppnb?
Sándor Csoóri,vke ks er cjoi uqqr ukrikokj vqqgp?
Edmund D. Edelman,vjs jr sq baoh dccq djqhjoja vccmf?
Gerry Haywood,xlc lt cs iboj wqqs wlsjlolb xqqmp?
Ali Javan,eks kr sq ijng vooq vkqgknkj eoocb?
Hidayat Inayat Khan,wlt ls tr ckhi vppr vlrilhlk wppbo?
Peter Pettalia,vkd ks da jboh uppa ukahkokb vppgf?
Tavin Pumarejo,cpi pu if ojsm ghhf gpfmpspj chhdt?
Fred Quillan,vab ae bs dcpk fqqs faskapac vqqgh?
Arquimínio Rodrigues da Costa,vpb pc bu ikso dffu dpuopspk vffet?
Hans Rosander,vke ks er ghoi uqqr ukrikokh vqqmp?
William San Bento,wnu nt us mirh vees vnshnrni weebc?
Stanley Sheinbaum,wov ou vt nfrj kllt kotjorof wllie?
Bob Wilkinson,wmt ms tr klfa vqqr vmramfml wqqde?
Denis Atkins,vkt ks tr abhi uppr ukrikhkb vppdo?
Sunil Bardewa,wmh mu ht ijqf brrt bmtfmqmj wrrde?
Artyom Bezrodny,xmb mu bt jhrg wfft wmtgmrmh xffps?
Ottavio Bugatti,dlu lt us jkof gqqs glsflolk dqqep?
Matt Gray,wke kt es ijog vaas vksgkokj waamp?
Jack Hofsiss,vgs gr sq kldj uooq ugqjgdgl vooin?
Judith Jacobs,vmu mt us cloj bqqs bmsjmoml vqqdp?
Ermanno Rea,vjb jr bq iaog uccq ujqgjoja vccmp?
Jonathan Riley-Smith,wqg qu gt pjsn vmmt vqtnqsqj wmmhi?
Mike Roberts,vme mt es ldcg uaas umsgmcmd vaabq?
Gérard Rondeau,vkb ks br dgoi hqqr hkrikokg vqqmp?
Arnie Schmautz,wob ov bu nerm jiiu joumoroe wiids?
Unto Valpas,env nu vh lmsj atth anhjnsnm ettqg?
Valeriy Abramov,ame mt es ldqh wiis wmshmqmd aiifc?
Dick Adams,vjs jr sq aidh uffq ujqhjdji vffbn?
Don Buchla,vks kr sq ajod eppq ekqdkokj vppmh?
Max Dunbier,wlj lt js dipg eaas elsglpli waahq?
Lady Caroline Faber,wkf ks fr cjpl vqqr vkrlkpkj wqqha?
Eduard Gusev,hke ku et baoi cqqt cktikoka hqqmp?
Kim McGuire,vlg ls gr khaj fccr flrjlalh vccbo?
Karl Gunnar Persson,voc ot ch nial fssh fohloaoi vssqd?
Dennis Shryack,wmg mt gs abkl vqqs vmslmkmb wqqdp?
Hilmar Thate,vlf ls fr khoi uddr ulrilolh vddbc?
Dean White,wkt ks tr abni vppr vkriknkb wppgo?
Richard Whittington-Egan,wna nt as flpm vrrs vnsmnpnl wrrbq?
Gareth F. Williams,wgc gu ct odqm vkkt vgtmgqgd wkkij?
Haron Din,vkc kr cq fjnh uppq ukqhknkj vppgo?
John Gudenus,vmt ms tr ghok fqqr fmrkmomh vqqnp?
Deborah S. Jin,vme ms er aboc uqqr umrcmomb vqqjp?
Greg Maher,vjb jr bq icmg uddq ujqgjmjc vddkn?
